model,video_id,frame_idx,field,matched_class,matched_term,context,detected_in_frame
internvl35,CLIP2_0704,44,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP2_0704,44,notable_technique,RAM,RAM,RAM을 부드럽게 눌러 장착하는 동작,False
internvl35,CLIP2_0704,44,tools_or_parts,RAM,RAM,RAM,False
internvl35,CLIP2_0704,45,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP2_0704,45,notable_technique,RAM,RAM,RAM을 부드럽게 눌러 장착하는 동작,False
internvl35,CLIP2_0704,45,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
internvl35,CLIP2_0704,46,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP2_0704,46,notable_technique,RAM,RAM,RAM을 부드럽게 밀어 장착하는 동작,False
internvl35,CLIP2_0704,46,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
internvl35,CLIP2_0704,47,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP2_0704,47,notable_technique,RAM,RAM,RAM을 부드럽게 눌러 장착하는 동작,False
internvl35,CLIP2_0704,47,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
internvl35,CLIP2_0704,48,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP2_0704,48,notable_technique,RAM,RAM,RAM을 부드럽게 눌러 장착하는 동작,False
internvl35,CLIP2_0704,48,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
internvl35,CLIP2_0704,49,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP2_0704,50,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP2_0704,51,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP2_0704,52,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP2_0704,53,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP2_0704,54,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP2_0704,55,action,RAM_slot,RAM 슬롯,RAM 슬롯에서 RAM 제거,False
internvl35,CLIP2_0704,56,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,0,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,1,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,10,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,11,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,12,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,13,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,14,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,15,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,16,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,17,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,18,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,19,action,RAM_slot,RAM 슬롯,RAM 슬롯에서 RAM 제거,False
internvl35,CLIP3_before_reboot_0704,2,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 준비,False
internvl35,CLIP3_before_reboot_0704,2,tools_or_parts,RAM,RAM,RAM,False
internvl35,CLIP3_before_reboot_0704,20,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,21,action,RAM_slot,RAM 슬롯,RAM 슬롯에서 메모리 제거,False
internvl35,CLIP3_before_reboot_0704,22,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,23,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,24,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,25,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,26,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,27,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,28,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,29,action,RAM_slot,RAM 슬롯,RAM 슬롯에서 RAM을 제거,False
internvl35,CLIP3_before_reboot_0704,3,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,30,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,31,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,32,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,33,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,34,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,35,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,36,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,37,action,RAM_slot,RAM 슬롯,RAM 슬롯에서 RAM 제거,False
internvl35,CLIP3_before_reboot_0704,37,action,RAM,RAM,RAM 슬롯에서 RAM 제거,False
internvl35,CLIP3_before_reboot_0704,37,tools_or_parts,RAM,RAM,RAM,False
internvl35,CLIP3_before_reboot_0704,38,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,38,tools_or_parts,RAM,RAM,RAM,False
internvl35,CLIP3_before_reboot_0704,39,action,RAM,RAM 모듈,RAM 모듈 제거 또는 설치 확인,False
internvl35,CLIP3_before_reboot_0704,39,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
internvl35,CLIP3_before_reboot_0704,4,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,40,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,41,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,42,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,43,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,44,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,44,notable_technique,RAM,RAM,RAM을 부드럽게 눌러 장착하는 동작,False
internvl35,CLIP3_before_reboot_0704,44,tools_or_parts,RAM,RAM,RAM,False
internvl35,CLIP3_before_reboot_0704,45,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,46,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,47,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,48,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,48,notable_technique,RAM,RAM,RAM을 부드럽게 삽입한 후 손을 빼는 방식,False
internvl35,CLIP3_before_reboot_0704,48,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
internvl35,CLIP3_before_reboot_0704,49,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,5,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,50,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,51,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,52,action,RAM_slot,RAM 슬롯,RAM 슬롯에서 메모리 장착 또는 제거,False
internvl35,CLIP3_before_reboot_0704,52,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
internvl35,CLIP3_before_reboot_0704,53,action,RAM_slot,RAM 슬롯,RAM 슬롯을 점검하는 동작,False
internvl35,CLIP3_before_reboot_0704,54,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,6,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,7,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,8,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP3_before_reboot_0704,9,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
internvl35,CLIP4_reboot_bios,100,action,monitor,모니터,모니터를 조정하고 있는 동작,False
internvl35,CLIP4_reboot_bios,35,tools_or_parts,monitor,모니터,모니터,False
internvl35,CLIP4_reboot_bios,43,tools_or_parts,monitor,컴퓨터 모니터,컴퓨터 모니터,False
internvl35,CLIP4_reboot_bios,44,tools_or_parts,monitor,모니터,모니터,False
minicpm45,CLIP1_normal_assembly,1,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,1,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,1,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,10,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,10,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,10,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,11,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,12,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,13,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,13,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,14,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,15,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,17,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,17,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,17,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,18,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,18,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,18,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,23,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,25,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,25,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,25,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,26,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,26,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,26,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,27,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,28,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,28,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,28,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,29,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,3,action,monitor,컴퓨터 모니터,컴퓨터 모니터에 마우스를 올려놓음,False
minicpm45,CLIP1_normal_assembly,3,tools_or_parts,monitor,모니터,모니터,False
minicpm45,CLIP1_normal_assembly,30,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,30,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,30,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,31,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,31,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,31,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,32,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,32,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,32,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,33,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,33,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,33,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,34,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,34,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,34,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,35,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,35,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,35,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,36,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,36,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,36,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,37,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,37,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,37,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,38,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,38,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,38,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,39,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,39,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,4,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,4,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,4,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,40,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,40,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,41,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,41,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,41,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,42,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,42,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,42,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,43,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,43,notable_technique,RAM,메모리 모듈,"RAM 슬롯의 위치와 메모리 모듈의 크기, 모양이 일치함. 두 손이 각각 RAM 슬롯의 양쪽을 잡아 안정적으로 장착함.",False
minicpm45,CLIP1_normal_assembly,43,notable_technique,RAM_slot,RAM 슬롯,"RAM 슬롯의 위치와 메모리 모듈의 크기, 모양이 일치함. 두 손이 각각 RAM 슬롯의 양쪽을 잡아 안정적으로 장착함.",False
minicpm45,CLIP1_normal_assembly,43,notable_technique,RAM_slot,RAM 슬롯,"RAM 슬롯의 위치와 메모리 모듈의 크기, 모양이 일치함. 두 손이 각각 RAM 슬롯의 양쪽을 잡아 안정적으로 장착함.",False
minicpm45,CLIP1_normal_assembly,43,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,43,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,44,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,44,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,45,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,45,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,45,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,46,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,46,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,46,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,47,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,47,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,48,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,48,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,48,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,49,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,49,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,49,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,50,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,50,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,50,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,51,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,51,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,51,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,52,tools_or_parts,RAM,RAM,RAM,False
minicpm45,CLIP1_normal_assembly,55,tools_or_parts,RAM,RAM,RAM,False
minicpm45,CLIP1_normal_assembly,6,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,6,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,6,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,60,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,60,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,61,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,61,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,61,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,62,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,62,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,62,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,63,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,63,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,63,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,64,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,64,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,64,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,65,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,65,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,65,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,66,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,66,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,66,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,67,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,67,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,67,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,68,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,68,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,69,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,69,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,69,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,7,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,7,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,7,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,70,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,70,notable_technique,RAM,RAM 모듈,RAM 슬롯의 위치와 방향을 정확히 인식하여 장착함. 두 손을 사용하여 RAM 모듈을 안정적으로 넣음.,False
minicpm45,CLIP1_normal_assembly,70,notable_technique,RAM_slot,RAM 슬롯,RAM 슬롯의 위치와 방향을 정확히 인식하여 장착함. 두 손을 사용하여 RAM 모듈을 안정적으로 넣음.,False
minicpm45,CLIP1_normal_assembly,70,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,71,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착,False
minicpm45,CLIP1_normal_assembly,71,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,71,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,72,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,72,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,72,tools_or_parts,RAM,메모리 모듈,메모리 모듈,False
minicpm45,CLIP1_normal_assembly,73,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,73,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,74,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,74,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
minicpm45,CLIP1_normal_assembly,77,action,RAM_slot,RAM 슬롯,RAM 슬롯에 메모리 장착 중,False
minicpm45,CLIP1_normal_assembly,77,tools_or_parts,RAM,RAM 모듈,RAM 모듈,False
minicpm45,CLIP1_normal_assembly,77,tools_or_parts,RAM_slot,RAM 슬롯,RAM 슬롯,False
