model,video_id,frame_idx,term,action_context
internvl35,CLIP2_0704,41,케이블,RAM 슬롯에 메모리 장착
internvl35,CLIP2_0704,44,메인보드,RAM 슬롯에 메모리 장착
internvl35,CLIP2_0704,45,컴퓨터 메인보드,RAM 슬롯에 메모리 장착
internvl35,CLIP2_0704,46,메인보드,RAM 슬롯에 메모리 장착
internvl35,CLIP2_0704,47,컴퓨터 메인보드,RAM 슬롯에 메모리 장착
internvl35,CLIP2_0704,48,컴퓨터 메인보드,RAM 슬롯에 메모리 장착
internvl35,CLIP2_0704,5,컴퓨터 케이스,컴퓨터 케이스의 전원 버튼을 조작하는 중
internvl35,CLIP2_0704,6,컴퓨터 케이스,컴퓨터 케이스의 파워 버튼을 조작하는 동작
internvl35,CLIP2_0704,7,컴퓨터 케이스,컴퓨터 케이스의 파워 버튼을 조작하는 동작
internvl35,CLIP2_0704,8,컴퓨터 케이스,컴퓨터 케이스의 파워 버튼을 조작하는 동작
internvl35,CLIP2_0704,9,컴퓨터 케이스,컴퓨터 케이스의 뒷면을 열고 있는 중
internvl35,CLIP3_before_reboot_0704,45,컴퓨터,RAM 슬롯에 메모리 장착
internvl35,CLIP3_before_reboot_0704,47,컴퓨터,RAM 슬롯에 메모리 장착
internvl35,CLIP3_before_reboot_0704,48,컴퓨터 케이스,RAM 슬롯에 메모리 장착
internvl35,CLIP3_before_reboot_0704,52,컴퓨터 케이스,RAM 슬롯에서 메모리 장착 또는 제거
internvl35,CLIP4_reboot_bios,1,박스,박스의 손잡이를 잡고 박스를 들어 올리기 시작
internvl35,CLIP4_reboot_bios,10,컴퓨터 케이스,컴퓨터 케이스를 열고 있는 동작
internvl35,CLIP4_reboot_bios,101,키보드,모니터를 조정하거나 재부팅하는 작업 중
internvl35,CLIP4_reboot_bios,104,키보드,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,105,키보드,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,106,키보드,모니터를 조정하거나 사용 중인 중
internvl35,CLIP4_reboot_bios,109,키보드,모니터를 조정하거나 재부팅하는 작업 중
internvl35,CLIP4_reboot_bios,11,전원 케이스,전원 케이스의 전원 버튼을按下
internvl35,CLIP4_reboot_bios,110,키보드,모니터를 조정하거나 재부팅하는 작업
internvl35,CLIP4_reboot_bios,112,키보드,모니터를 조정하거나 재설치하는 작업
internvl35,CLIP4_reboot_bios,113,키보드,컴퓨터 부팅 중
internvl35,CLIP4_reboot_bios,114,키보드,PC 부팅 중
internvl35,CLIP4_reboot_bios,12,컴퓨터 본체,컴퓨터의 전원 버튼을 테스트 중
internvl35,CLIP4_reboot_bios,14,전원 케이스,전원 케이스의 전원 버튼을按下
internvl35,CLIP4_reboot_bios,15,키보드,키보드를 사용하여 모니터를 재부팅 중
internvl35,CLIP4_reboot_bios,15,스마트폰,키보드를 사용하여 모니터를 재부팅 중
internvl35,CLIP4_reboot_bios,16,키보드,컴퓨터를 재부팅하는 중
internvl35,CLIP4_reboot_bios,16,마우스,컴퓨터를 재부팅하는 중
internvl35,CLIP4_reboot_bios,17,키보드,키보드를 사용하여 컴퓨터를 재부팅 중
internvl35,CLIP4_reboot_bios,18,키보드,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,19,키보드,컴퓨터를 부팅 중인 상태
internvl35,CLIP4_reboot_bios,19,마우스,컴퓨터를 부팅 중인 상태
internvl35,CLIP4_reboot_bios,2,전원 케이스,전원 케이스 점검
internvl35,CLIP4_reboot_bios,20,키보드,컴퓨터를 부팅 중인 상태
internvl35,CLIP4_reboot_bios,21,키보드,키보드를 사용하여 컴퓨터를 제어하고 있음
internvl35,CLIP4_reboot_bios,22,키보드,컴퓨터를 재부팅하는 중
internvl35,CLIP4_reboot_bios,22,마우스,컴퓨터를 재부팅하는 중
internvl35,CLIP4_reboot_bios,23,키보드,컴퓨터를 부팅 중인 상태
internvl35,CLIP4_reboot_bios,23,마우스,컴퓨터를 부팅 중인 상태
internvl35,CLIP4_reboot_bios,24,키보드,컴퓨터를 부팅 중인 상태
internvl35,CLIP4_reboot_bios,24,마우스,컴퓨터를 부팅 중인 상태
internvl35,CLIP4_reboot_bios,25,키보드,컴퓨터를 부팅 중인 상태
internvl35,CLIP4_reboot_bios,26,키보드,키보드를 사용하여 컴퓨터를 제어하고 있음
internvl35,CLIP4_reboot_bios,27,키보드,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,28,키보드,모니터를 테이블에 고정
internvl35,CLIP4_reboot_bios,29,키보드,모니터를 테이블에 고정
internvl35,CLIP4_reboot_bios,29,컵,모니터를 테이블에 고정
internvl35,CLIP4_reboot_bios,3,전원 케이스,전원 케이스의 전원 버튼을 테스트 중
internvl35,CLIP4_reboot_bios,30,키보드,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,30,컵,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,31,키보드,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,32,키보드,BIOS 초기화 또는 컴퓨터 부팅 중
internvl35,CLIP4_reboot_bios,33,키보드,키보드를 사용하여 모니터를 재부팅 중
internvl35,CLIP4_reboot_bios,34,키보드,컴퓨터 부팅 중
internvl35,CLIP4_reboot_bios,35,키보드,컴퓨터 부팅 중
internvl35,CLIP4_reboot_bios,35,마우스,컴퓨터 부팅 중
internvl35,CLIP4_reboot_bios,36,키보드,컴퓨터 부팅 중
internvl35,CLIP4_reboot_bios,37,키보드,키보드를 사용하여 컴퓨터를 부팅 중
internvl35,CLIP4_reboot_bios,38,키보드,키보드를 사용하여 컴퓨터를 제어하고 있음
internvl35,CLIP4_reboot_bios,38,컵,키보드를 사용하여 컴퓨터를 제어하고 있음
internvl35,CLIP4_reboot_bios,39,키보드,키보드를 사용하여 컴퓨터를 제어하고 있음
internvl35,CLIP4_reboot_bios,4,전원 케이스,전원 케이스의 전원 버튼을 테스트 중
internvl35,CLIP4_reboot_bios,40,키보드,키보드를 사용하여 컴퓨터 화면 상단 메뉴 탐색
internvl35,CLIP4_reboot_bios,42,키보드,키보드를 사용하여 컴퓨터 화면 상단 메뉴 탐색
internvl35,CLIP4_reboot_bios,43,키보드,키보드를 사용하여 컴퓨터 화면 상단 메뉴 탐색
internvl35,CLIP4_reboot_bios,44,키보드,컴퓨터 화면을 통해 작업 중
internvl35,CLIP4_reboot_bios,44,노트북,컴퓨터 화면을 통해 작업 중
internvl35,CLIP4_reboot_bios,45,키보드,컴퓨터 화면을 통해 작업 중
internvl35,CLIP4_reboot_bios,45,마우스,컴퓨터 화면을 통해 작업 중
internvl35,CLIP4_reboot_bios,61,키보드,컴퓨터 화면을 통해 작업相关内容을 확인
internvl35,CLIP4_reboot_bios,61,컵,컴퓨터 화면을 통해 작업相关内容을 확인
internvl35,CLIP4_reboot_bios,62,키보드,컴퓨터 BIOS 설정 화면을 실행하고 있는 중
internvl35,CLIP4_reboot_bios,63,키보드,컴퓨터 화면을 통해 작업相关内容을 확인
internvl35,CLIP4_reboot_bios,63,컵,컴퓨터 화면을 통해 작업相关内容을 확인
internvl35,CLIP4_reboot_bios,64,키보드,컴퓨터 화면을 통해 작업相关内容을 확인
internvl35,CLIP4_reboot_bios,64,컵,컴퓨터 화면을 통해 작업相关内容을 확인
internvl35,CLIP4_reboot_bios,65,키보드,컴퓨터 모니터를 통해 BIOS 설정 화면을 확인
internvl35,CLIP4_reboot_bios,66,키보드,컴퓨터 BIOS 설정 화면을 확인
internvl35,CLIP4_reboot_bios,67,키보드,컴퓨터 BIOS 설정 화면을 확인
internvl35,CLIP4_reboot_bios,68,키보드,컴퓨터 BIOS 설정 화면을 확인
internvl35,CLIP4_reboot_bios,69,키보드,컴퓨터 화면을 통해 작업相关内容을 확인
internvl35,CLIP4_reboot_bios,69,컵,컴퓨터 화면을 통해 작업相关内容을 확인
internvl35,CLIP4_reboot_bios,7,컴퓨터 본체,BIOS 부팅 또는 재부팅 중
internvl35,CLIP4_reboot_bios,70,키보드,BIOS 설정 화면을 확인 중
internvl35,CLIP4_reboot_bios,71,키보드,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,72,키보드,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,73,키보드,BIOS 초기화 또는 부팅 중
internvl35,CLIP4_reboot_bios,74,키보드,BIOS 초기화 또는 부팅 중
internvl35,CLIP4_reboot_bios,75,키보드,BIOS 메뉴에서 작업 중
internvl35,CLIP4_reboot_bios,77,키보드,BIOS 메시지 확인
internvl35,CLIP4_reboot_bios,78,키보드,BIOS 초기화 또는 부팅 중
internvl35,CLIP4_reboot_bios,8,키보드,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,8,마우스,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,80,키보드,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,81,키보드,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,82,키보드,모니터를 조정하고 있는 동작
internvl35,CLIP4_reboot_bios,84,키보드,BIOS 초기화 후 Dell 로고 표시
internvl35,CLIP4_reboot_bios,85,키보드,BIOS 부팅的画面 표시
internvl35,CLIP4_reboot_bios,88,키보드,모니터를 테이블에 고정한 상태
internvl35,CLIP4_reboot_bios,89,키보드,모니터를 테이블에 고정한 상태
internvl35,CLIP4_reboot_bios,9,컴퓨터 본체,컴퓨터를 재부팅하는 동작
internvl35,CLIP4_reboot_bios,9,키보드,컴퓨터를 재부팅하는 동작
internvl35,CLIP4_reboot_bios,9,마우스,컴퓨터를 재부팅하는 동작
internvl35,CLIP4_reboot_bios,90,키보드,모니터를 테이블에 고정한 상태
internvl35,CLIP4_reboot_bios,91,키보드,모니터를 테이블에 고정한 상태
internvl35,CLIP4_reboot_bios,92,키보드,모니터를 테이블에 고정한 상태
internvl35,CLIP4_reboot_bios,93,키보드,모니터를 조정하거나 사용 중인 중
internvl35,CLIP4_reboot_bios,94,키보드,모니터가 켜지기 전의 상태
internvl35,CLIP4_reboot_bios,95,키보드,모니터를 조정하거나 설치하는 작업
internvl35,CLIP4_reboot_bios,96,키보드,모니터를 조정하거나 사용 중인 중
internvl35,CLIP4_reboot_bios,97,키보드,모니터를 조정하거나 사용 중인 중
internvl35,CLIP4_reboot_bios,98,키보드,모니터를 조정하거나 사용 중인 중
internvl35,CLIP4_reboot_bios,99,키보드,모니터를 조정하거나 재부팅 중인 것 같습니다.
minicpm45,CLIP1_normal_assembly,11,motherboard,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP1_normal_assembly,12,motherboard,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP1_normal_assembly,14,motherboard,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP1_normal_assembly,29,motherboard,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP1_normal_assembly,3,마우스,컴퓨터 모니터에 마우스를 올려놓음
minicpm45,CLIP1_normal_assembly,39,CPU 케이스,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP1_normal_assembly,40,CPU 케이스,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP1_normal_assembly,44,CPU 케이스,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP1_normal_assembly,47,CPU 케이스,RAM 슬롯에 메모리 장착
minicpm45,CLIP1_normal_assembly,5,랩터,프레임에 장착된 랩터를 테이블에 놓음
minicpm45,CLIP1_normal_assembly,5,테이블,프레임에 장착된 랩터를 테이블에 놓음
minicpm45,CLIP1_normal_assembly,52,raleigh,GPU 옆의 녹색 랠지 스�आ이트에 손을 옮기고 있다. (GPU는 GEFORCE RTX로 표시됨.)
minicpm45,CLIP1_normal_assembly,55,CPU 쿨링 시스템,GPU 장착 완료 상태 확인
minicpm45,CLIP1_normal_assembly,55,motherboard,GPU 장착 완료 상태 확인
minicpm45,CLIP1_normal_assembly,56,motherboard,GPU 장착 완료 상태 확인
minicpm45,CLIP1_normal_assembly,59,CPU 케이스,CPU 케이스 내부에서 케이블을 잡고 조정하는 중
minicpm45,CLIP1_normal_assembly,59,CPU 케이스 내부의 케이블,CPU 케이스 내부에서 케이블을 잡고 조정하는 중
minicpm45,CLIP1_normal_assembly,60,CPU 케이스,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP1_normal_assembly,68,CPU 케이스,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP1_normal_assembly,70,CPU 케이스,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP1_normal_assembly,75,CPU 케이스,CPU 케이스 내부에 손을 넣어 부품을 조작함
minicpm45,CLIP1_normal_assembly,76,CPU 쿨링 시스템 케이블,CPU 쿨링 시스템의 케이블을 연결하거나 조정하는 중
minicpm45,CLIP1_normal_assembly,81,CPU 케이스,CPU 케이스 뒷면의 전원 케이블 연결 부분에 손가락으로 터치함
minicpm45,CLIP1_normal_assembly,81,전원 케이블,CPU 케이스 뒷면의 전원 케이블 연결 부분에 손가락으로 터치함
minicpm45,CLIP1_normal_assembly,82,電源供給ケーブル,電源供給ケーブルを接続
minicpm45,CLIP1_normal_assembly,87,手,電源開關区域检查
minicpm45,CLIP1_normal_assembly,87,電源開關LED,電源開關区域检查
minicpm45,CLIP1_normal_assembly,92,Power Button LED,Power Button LED 확인
minicpm45,CLIP1_normal_assembly,93,Power Button,Power Button을 누르고 있는 중
minicpm45,CLIP2_0704,1,컴퓨터 케이스,컴퓨터 케이스의 전원 버튼 주변에 손가락이 대고 있는 상태
minicpm45,CLIP2_0704,10,CPU 쿨링扇風機,컴퓨터 케이스의 뒷면에 손을 대고 있다. possibly preparing to open the case or adjust a component.
minicpm45,CLIP2_0704,10,Power Button LED,컴퓨터 케이스의 뒷면에 손을 대고 있다. possibly preparing to open the case or adjust a component.
minicpm45,CLIP2_0704,10,computer case,컴퓨터 케이스의 뒷면에 손을 대고 있다. possibly preparing to open the case or adjust a component.
minicpm45,CLIP2_0704,11,CPU 케이스,컴퓨터 케이스의 전원 버튼 주변에 손가락을 대고 있는 상태
minicpm45,CLIP2_0704,12,컴퓨터 케이스,컴퓨터 케이스의 전원 버튼과 모니터가 보이는 상태
minicpm45,CLIP2_0704,14,CPU 케이스,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP2_0704,2,컴퓨터 케이스,컴퓨터 케이스 뒷면의 전원 버튼 LED를 확인하는 중
minicpm45,CLIP2_0704,28,케이블,GPU 케이스에 장착된 케이블을 조정하거나 연결한다.
minicpm45,CLIP2_0704,3,컴퓨터 뒷면,컴퓨터 뒷면의 전원 버튼과 인터페이스 구역을 관찰합니다.
minicpm45,CLIP2_0704,3,USB 포트,컴퓨터 뒷면의 전원 버튼과 인터페이스 구역을 관찰합니다.
minicpm45,CLIP2_0704,3,HDMI/DP 포트,컴퓨터 뒷면의 전원 버튼과 인터페이스 구역을 관찰합니다.
minicpm45,CLIP2_0704,4,CPU 케이스,CPU 케이스 뒷면에 손을 대고 있다. (CPU 케이스의 뒷면 구조를 확인하고 있다.)
minicpm45,CLIP2_0704,4,CPU 케이스 뒷면,CPU 케이스 뒷면에 손을 대고 있다. (CPU 케이스의 뒷면 구조를 확인하고 있다.)
minicpm45,CLIP2_0704,41,CPU 케이스,GPU 장착 상태 확인
minicpm45,CLIP2_0704,5,컴퓨터 케이스,컴퓨터 케이스의 전원 버튼과 모니터가 보이는 상태
minicpm45,CLIP2_0704,6,CPU 케이스,CPU 케이스의 전원 버튼 주변에 손을 대고 있음
minicpm45,CLIP2_0704,7,컴퓨터 케이스,컴퓨터 케이스의 전원 버튼 주변에 손가락을 대고 있는 상태
minicpm45,CLIP2_0704,8,컴퓨터 케이스,컴퓨터 케이스의 전원 버튼 주변을 만지거나 조정하는 중
minicpm45,CLIP2_0704,9,CPU 케이스,컴퓨터 케이스의 전원 버튼 주변에 손가락을 대고 있는 상태
minicpm45,CLIP3_before_reboot_0704,0,motherboard,RAM 슬롯에 메모리 장착
minicpm45,CLIP3_before_reboot_0704,10,motherboard,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP3_before_reboot_0704,16,motherboard,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP3_before_reboot_0704,33,motherboard,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP3_before_reboot_0704,36,CPU 케이스,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP3_before_reboot_0704,45,motherboard,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP3_before_reboot_0704,5,motherboard,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP3_before_reboot_0704,53,CPU 케이스,RAM 슬롯에 메모리 장착
minicpm45,CLIP3_before_reboot_0704,6,motherboard,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP3_before_reboot_0704,8,motherboard,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP3_before_reboot_0704,9,motherboard,RAM 슬롯에 메모리 장착 중
minicpm45,CLIP4_reboot_bios,0,컴퓨터 케이스,컴퓨터 케이스의 전원 버튼��态 확인
minicpm45,CLIP4_reboot_bios,1,computer case,"컴퓨터 케이스 뒤쪽把手에 손을 올려, 케이스 열기 준비 중"
minicpm45,CLIP4_reboot_bios,10,keyboard,"모니터와 키보드, 마우스가 테이블 위에 놓여 있고, 왼쪽 손가락으로 테이블 가장자리에 손을 올려놓은 상태입니다."
minicpm45,CLIP4_reboot_bios,10,mouse,"모니터와 키보드, 마우스가 테이블 위에 놓여 있고, 왼쪽 손가락으로 테이블 가장자리에 손을 올려놓은 상태입니다."
minicpm45,CLIP4_reboot_bios,101,keyboard,컴퓨터 모니터와 키보드가 화면에 보인다. 화면에는 작업자의 반사가 보인다.
minicpm45,CLIP4_reboot_bios,104,keyboard,"컴퓨터 모니터와 키보드가 화면에 보이지만, 구체적인 조립 또는 정비 작업은 관찰되지 않음"
minicpm45,CLIP4_reboot_bios,105,keyboard,컴퓨터 모니터와 키보드가 화면에 보인다. 모니터는 bios 화면이나 블랙 스크린 상태로 보인다.
minicpm45,CLIP4_reboot_bios,106,keyboard,"컴퓨터 모니터와 키보드가 화면에 보이지만, 구체적인 조립 또는 정비 작업은 관찰되지 않음"
minicpm45,CLIP4_reboot_bios,107,keyboard,컴퓨터 부팅 중인 화면 관찰
minicpm45,CLIP4_reboot_bios,108,keyboard,컴퓨터 부팅 중인 화면 관찰
minicpm45,CLIP4_reboot_bios,109,keyboard,"컴퓨터 모니터와 키보드가 화면에 보이지만, 구체적인 조립 또는 정비 작업은 관찰되지 않음"
minicpm45,CLIP4_reboot_bios,11,mouse,"컴퓨터 부팅 중, bios 화면 보임"
minicpm45,CLIP4_reboot_bios,11,power_button_LED,"컴퓨터 부팅 중, bios 화면 보임"
minicpm45,CLIP4_reboot_bios,110,keyboard,컴퓨터 모니터와 키보드가 화면에 보입니다. 화면 중앙에는 촬영자(?)의 반사가 있습니다.
minicpm45,CLIP4_reboot_bios,112,keyboard,컴퓨터 모니터와 키보드가 화면에 보입니다.
minicpm45,CLIP4_reboot_bios,113,keyboard,컴퓨터 시스템 재시작 또는 bios 진입 시도
minicpm45,CLIP4_reboot_bios,12,컴퓨터 케이스,컴퓨터 케이스의 전원 버튼을 확인하는 중
minicpm45,CLIP4_reboot_bios,13,컴퓨터 케이스,컴퓨터 케이스의 전원 버튼 상태 확인
minicpm45,CLIP4_reboot_bios,14,키보드,"컴퓨터 모니터와 키보드, 마우스가 테이블 위에 놓여 있습니다. 모니터는 'DELL' 로고를 표시합니다."
minicpm45,CLIP4_reboot_bios,14,마우스,"컴퓨터 모니터와 키보드, 마우스가 테이블 위에 놓여 있습니다. 모니터는 'DELL' 로고를 표시합니다."
minicpm45,CLIP4_reboot_bios,15,keyboard,키보드에 손을 올려서 키를 누르는 중
minicpm45,CLIP4_reboot_bios,16,cup,키보드를 누르고 있는 중
minicpm45,CLIP4_reboot_bios,16,keyboard,키보드를 누르고 있는 중
minicpm45,CLIP4_reboot_bios,17,keyboard,컴퓨터 키보드와 마우스를 사용하여 시스템을 부팅하거나 BIOS 화면에 접근합니다.
minicpm45,CLIP4_reboot_bios,17,mouse,컴퓨터 키보드와 마우스를 사용하여 시스템을 부팅하거나 BIOS 화면에 접근합니다.
minicpm45,CLIP4_reboot_bios,18,keyboard,컴퓨터 모니터와 키보드가 테이블 위에 놓여 있습니다.
minicpm45,CLIP4_reboot_bios,19,keyboard,컴퓨터 키보드를 누르고 있습니다.
minicpm45,CLIP4_reboot_bios,19,cup,컴퓨터 키보드를 누르고 있습니다.
minicpm45,CLIP4_reboot_bios,20,keyboard,컴퓨터 키보드와 마우스를 사용하여 시스템을 부팅하거나 BIOS 화면에 접근함
minicpm45,CLIP4_reboot_bios,20,mouse,컴퓨터 키보드와 마우스를 사용하여 시스템을 부팅하거나 BIOS 화면에 접근함
minicpm45,CLIP4_reboot_bios,21,keyboard,컴퓨터 키보드를 누르고 있습니다.
minicpm45,CLIP4_reboot_bios,22,keyboard,컴퓨터 키보드를 누르고 있습니다.
minicpm45,CLIP4_reboot_bios,23,keyboard,컴퓨터 키보드를 누르고 있습니다.
minicpm45,CLIP4_reboot_bios,24,keyboard,컴퓨터 키보드를 누르고 있는 중 (모니터 화면은 끄인 상태)
minicpm45,CLIP4_reboot_bios,25,keyboard,컴퓨터 키보드에 손을 올려 computer를 켜거나 끄는 중
minicpm45,CLIP4_reboot_bios,26,keyboard,컴퓨터 키보드와 마우스를 사용하여 시스템 BIOS(REBOOT BIOS)로 부팅하려는 준비 상태
minicpm45,CLIP4_reboot_bios,26,mouse,컴퓨터 키보드와 마우스를 사용하여 시스템 BIOS(REBOOT BIOS)로 부팅하려는 준비 상태
minicpm45,CLIP4_reboot_bios,26,cup,컴퓨터 키보드와 마우스를 사용하여 시스템 BIOS(REBOOT BIOS)로 부팅하려는 준비 상태
minicpm45,CLIP4_reboot_bios,28,keyboard,모니터와 키보드가 테이블 위에 놓여 있는 상태입니다.
minicpm45,CLIP4_reboot_bios,29,keyboard,모니터와 키보드가 테이블 위에 놓여 있는 상태입니다.
minicpm45,CLIP4_reboot_bios,30,keyboard,모니터와 키보드가 테이블 위에 놓여 있는 상태입니다.
minicpm45,CLIP4_reboot_bios,31,keyboard,모니터와 키보드가 테이블 위에 놓여 있는 상태입니다.
minicpm45,CLIP4_reboot_bios,32,keyboard,"컴퓨터 부팅 중, BIOS 로딩 중인 화면"
minicpm45,CLIP4_reboot_bios,32,cup,"컴퓨터 부팅 중, BIOS 로딩 중인 화면"
minicpm45,CLIP4_reboot_bios,33,keyboard,컴퓨터가 부팅 중임. 키보드로 bios 랜드마크를 확인함
minicpm45,CLIP4_reboot_bios,33,cup,컴퓨터가 부팅 중임. 키보드로 bios 랜드마크를 확인함
minicpm45,CLIP4_reboot_bios,34,keyboard,컴퓨터 키보드를 누르고 있는 중 (모니터가 bios 로딩 중임)
minicpm45,CLIP4_reboot_bios,34,cup,컴퓨터 키보드를 누르고 있는 중 (모니터가 bios 로딩 중임)
minicpm45,CLIP4_reboot_bios,35,키보드,키보드와 마우스를 사용하여 컴퓨터를 끄고 다시 켭니다.
minicpm45,CLIP4_reboot_bios,35,마우스,키보드와 마우스를 사용하여 컴퓨터를 끄고 다시 켭니다.
minicpm45,CLIP4_reboot_bios,36,keyboard,"컴퓨터 부팅 중, 키보드와 마우스를 사용하여 시스템을 켜거나 BIOS 접근을 시도하고 있음"
minicpm45,CLIP4_reboot_bios,36,mouse,"컴퓨터 부팅 중, 키보드와 마우스를 사용하여 시스템을 켜거나 BIOS 접근을 시도하고 있음"
minicpm45,CLIP4_reboot_bios,37,keyboard,컴퓨터 키보드를 누르고 있는 중
minicpm45,CLIP4_reboot_bios,38,keyboard,컴퓨터 키보드와 마우스를 사용하여 시스템을 부팅하거나 BIOS 화면에 접근함
minicpm45,CLIP4_reboot_bios,38,mouse,컴퓨터 키보드와 마우스를 사용하여 시스템을 부팅하거나 BIOS 화면에 접근함
minicpm45,CLIP4_reboot_bios,39,computer keyboard,컴퓨터 키보드에 손을 올려 computer를 켜거나 끄는 중
minicpm45,CLIP4_reboot_bios,40,keyboard,컴퓨터 키보드를 누르고 있다. 화면에는 bios 초기화 중인 메시지가 보인다.
minicpm45,CLIP4_reboot_bios,41,키보드,컴퓨터 키보드를 누르고 있는 중
minicpm45,CLIP4_reboot_bios,42,keyboard,컴퓨터 모니터 화면을 보면서 키보드를 누르고 있습니다.
minicpm45,CLIP4_reboot_bios,5,컴퓨터 케이스,컴퓨터 케이스의 전원 버튼��态 확인
minicpm45,CLIP4_reboot_bios,55,BIOS Information Display,"BIOS 정보를 확인하고, BIOS 업데이트가 필요한지 판단합니다."
minicpm45,CLIP4_reboot_bios,55,Pointer (finger),"BIOS 정보를 확인하고, BIOS 업데이트가 필요한지 판단합니다."
minicpm45,CLIP4_reboot_bios,6,컴퓨터 케이스,컴퓨터 케이스의 전원 버튼��态 확인
minicpm45,CLIP4_reboot_bios,7,컴퓨터 케이스,컴퓨터 케이스의 전원 버튼��态 확인
minicpm45,CLIP4_reboot_bios,70,keyboard,컴퓨터 모니터 화면을 보고 있다
minicpm45,CLIP4_reboot_bios,71,keyboard,모니터와 키보드가 테이블 위에 놓여 있는 상태입니다.
minicpm45,CLIP4_reboot_bios,72,keyboard,컴퓨터 모니터와 키보드가 테이블 위에 놓여 있습니다.
minicpm45,CLIP4_reboot_bios,74,keyboard,컴퓨터가 부팅ing 중임. 화면에 'Press F2 to Enter Setup' 메시지가 표시됨. 키보드와 커피컵이 테이블에 놓임.
minicpm45,CLIP4_reboot_bios,74,cup,컴퓨터가 부팅ing 중임. 화면에 'Press F2 to Enter Setup' 메시지가 표시됨. 키보드와 커피컵이 테이블에 놓임.
minicpm45,CLIP4_reboot_bios,77,keyboard,컴퓨터가 부팅 중인 biomessage를 표시하고 있습니다.
minicpm45,CLIP4_reboot_bios,8,keyboard,"컴퓨터 모니터와 키보드, 마우스가 테이블 위에 놓여 있는 상태입니다."
minicpm45,CLIP4_reboot_bios,8,mouse,"컴퓨터 모니터와 키보드, 마우스가 테이블 위에 놓여 있는 상태입니다."
minicpm45,CLIP4_reboot_bios,81,keyboard,모니터와 키보드가 테이블 위에 놓여 있는 상태입니다. 왼쪽에는 일부 물건(예: 컵?)이 보입니다. 왼쪽 상단에는 빨간색 물체(일반적으로 팔이나 옷이 될 수 있음)이 부분적으로 보입니다.
minicpm45,CLIP4_reboot_bios,82,keyboard,모니터와 키보드가 테이블 위에 놓여 있다. 왼쪽에서 오른쪽으로 이동하는 동작이 보인다.
minicpm45,CLIP4_reboot_bios,85,power_button_LED,컴퓨터가 부팅 중인 상태를 관찰합니다.
minicpm45,CLIP4_reboot_bios,86,keyboard,컴퓨터가 bios로 부팅ing
minicpm45,CLIP4_reboot_bios,87,keyboard,컴퓨터가 부팅 중인 상태를 관찰합니다.
minicpm45,CLIP4_reboot_bios,88,keyboard,모니터와 키보드가 테이블 위에 놓여 있는 상태입니다.
minicpm45,CLIP4_reboot_bios,89,keyboard,컴퓨터 모니터와 키보드가 화면에 보입니다.
minicpm45,CLIP4_reboot_bios,9,랜드마우스,"컴퓨터 랜드마우스로 bios 랜드, bios 랜드 후 bios 보임"
minicpm45,CLIP4_reboot_bios,90,keyboard,모니터와 키보드가 화면에 보입니다. 모니터는熄灭되어 있습니다.
minicpm45,CLIP4_reboot_bios,91,keyboard,"컴퓨터 모니터와 키보드가 화면에 보이지만, 구체적인 조립 또는 정비 작업은 관찰되지 않음"
minicpm45,CLIP4_reboot_bios,92,keyboard,"컴퓨터 모니터와 키보드가 화면에 보입니다. 모니터 화면은 어두워 보이고, 키보드가 모니터 아래에 놓여 있습니다."
minicpm45,CLIP4_reboot_bios,93,keyboard,모니터와 키보드가 화면에 보입니다.
